country,country_name,type,level,2016,2017,2018
MK,North Macedonia,Conventional thermal,Level 1,3281.378,4005.609,3309.1140000000005
MK,North Macedonia,Nuclear,Level 1,0.0,0.0,0.0
MK,North Macedonia,Hydro,Level 1,1869.694,1087.024,1774.496
MK,North Macedonia,Pumped hydro power,Level 2,0.0,0.0,0.0
MK,North Macedonia,Wind,Level 1,109.482,110.48,97.338
MK,North Macedonia,Solar,Level 1,23.699,23.752,22.787999999999997
MK,North Macedonia,Geothermal,Level 1,0.0,0.0,0.0
MK,North Macedonia,Other,Level 1,0.0,0.0,0.0
AL,Albania,Conventional thermal,Level 1,0.0,0.0,0.0
AL,Albania,Nuclear,Level 1,0.0,0.0,0.0
AL,Albania,Hydro,Level 1,7136.0,4496.607,8596.537
AL,Albania,Pumped hydro power,Level 2,0.0,0.0,0.0
AL,Albania,Wind,Level 1,0.0,0.0,0.0
AL,Albania,Solar,Level 1,0.0,1.2,0.0
AL,Albania,Geothermal,Level 1,0.0,0.0,0.0
AL,Albania,Other,Level 1,0.0,0.0,0.0
RS,Serbia,Conventional thermal,Level 1,25161.0,24566.923000000003,23625.089
RS,Serbia,Nuclear,Level 1,0.0,0.0,0.0
RS,Serbia,Hydro,Level 1,11429.0,9670.033,11453.07
RS,Serbia,Pumped hydro power,Level 2,728.0,598.732,1147.848
RS,Serbia,Wind,Level 1,26.0,48.457,150.41899999999998
RS,Serbia,Solar,Level 1,12.0,13.139,12.608
RS,Serbia,Geothermal,Level 1,0.0,0.0,0.0
RS,Serbia,Other,Level 1,0.0,0.0,0.0
TR,Turkey,Conventional thermal,Level 1,174166.0,199910.043,195153.546
TR,Turkey,Nuclear,Level 1,0.0,0.0,0.0
TR,Turkey,Hydro,Level 1,66686.0,57823.851,59865.351
TR,Turkey,Pumped hydro power,Level 2,0.0,0.0,0.0
TR,Turkey,Wind,Level 1,15381.0,17793.167,19825.697000000004
TR,Turkey,Solar,Level 1,1013.0,2817.837,7459.485000000001
TR,Turkey,Geothermal,Level 1,4010.0,5101.487,6275.3730000000005
TR,Turkey,Other,Level 1,681.0,811.134,703.126
BA,Bosnia & Herzegovina,Conventional thermal,Level 1,10971.0,11250.0,4003.505
BA,Bosnia & Herzegovina,Nuclear,Level 1,0.0,0.0,0.0
BA,Bosnia & Herzegovina,Hydro,Level 1,5614.0,3968.0,3476.554
BA,Bosnia & Herzegovina,Pumped hydro power,Level 2,0.0,197.0,0.0
BA,Bosnia & Herzegovina,Wind,Level 1,0.0,0.0,22.368
BA,Bosnia & Herzegovina,Solar,Level 1,24.0,21.0,0.0
BA,Bosnia & Herzegovina,Geothermal,Level 1,0.0,0.0,0.0
BA,Bosnia & Herzegovina,Other,Level 1,0.0,0.0,0.0
UA,Ukraine,Conventional thermal,Level 1,65415.0,54041.9,60830.7
UA,Ukraine,Nuclear,Level 1,75931.0,80295.3,84397.90000000001
UA,Ukraine,Hydro,Level 1,9025.0,8812.0,11920.2
UA,Ukraine,Pumped hydro power,Level 2,1633.0,1559.0,0.0
UA,Ukraine,Wind,Level 1,949.0,974.0,1185.9
UA,Ukraine,Solar,Level 1,490.0,737.6,737.8000000000001
UA,Ukraine,Geothermal,Level 1,0.0,0.0,0.0
UA,Ukraine,Other,Level 1,79.0,45.0,0.0
GE,Georgia,Conventional thermal,Level 1,2135.0,2131.3,2114.901
GE,Georgia,Nuclear,Level 1,0.0,0.0,0.0
GE,Georgia,Hydro,Level 1,9221.0,9096.8,9949.387
GE,Georgia,Pumped hydro power,Level 2,0.0,0.0,0.0
GE,Georgia,Wind,Level 1,9.0,87.7,84.22600000000001
GE,Georgia,Solar,Level 1,0.0,0.0,0.0
GE,Georgia,Geothermal,Level 1,0.0,0.0,0.0
GE,Georgia,Other,Level 1,0.0,0.0,0.0
